SOURCE,DESTINATION
514523ef3bbb0802000b5c8e,5d50b565cc2890000e0cfbe6
51453059d1f86e02000c0229,5e86402528981a000e46165e
514e483712852202000001bb,5d212e90a300f7000e6a97ae
514f5ec2ec56500200000ab2,62f13fa876cd2700136994fc
515148ebb557fb020000021e,5ec94158cf04ac000e4eb9d5
515148ebb557fb020000021e,5dab3af7f0352f000ef8e138
5160d597fac40202000000bd,5ea21640abd9ff000e7f7f1a
51621d40c9e55302000000bb,5c6c8cd0cc9e96000fbadc1f
5164fc7c5fc4b70200000198,5f6f8c5e5d8288001391de8b
51658b5c532da90200000417,5f89e58a076144001337f7a7
51845b9aa7c9840200000030,6089938595a034001292bc44
5189de4568dce0020000015f,61c49ea34442f80013630426
5189fe23890fe1020000023e,5c55541c84c65a000f50dab0
518a7c3058d76102000003f7,5cd47847984f28000e6cdece
518bd18d22e2530200000206,5ec54b349e68b8000e02dc6c
51918b116ee76602000000c9,5c5480cc5125bb000e96fe02
51918b116ee76602000000c9,5c5480cc5125bb000e96fe02
51918b116ee76602000000c9,5c5480cc5125bb000e96fe02
51943182a0dd8202000000d6,5fac460881d7cd0013b0fa40
5198e16d414fb10200000281,617b158128b6f90013000987
519c69447c2dd40200000623,5f4c14cdd9a55f001363da79
519da86578e2610200000040,5cdded459c4afd000ee02e8b
519f84d3f6665402000003ce,5edfb6e03653d0000f317f2b
51a5951e4bc72102000002da,5d0801f4779876000e0a88c9
51b6a387afb05a0200000154,61d5c9d3ca26340013baa2ec
51b90736085d2a02000000c3,5f93a85de089970013878082
51be3a7dc4b7be02000001e0,5ed68c575f114c000e991425
51c0b57cdca0d5020000056b,59e1237de9ef57000b0abfaa
51c4e78f8bb4fd02000000fe,61e8f34065c59b00139c3408
51c9d783a460ad0200000926,623e5bb57370f20013645408
51c9e8c4521a890200000065,5ce47e5e4e1345000e3ab455
51cb3665484e78020000025a,5c758fd3ec467b000f1f3c5a
51d783a14ab1070200000620,5e56e284ecf29f000e1b011b
51ddaf00ecb7cf0200000146,6169f33bced8060013c4b277
51e2ebfc08d16d020000087c,5d2bf50bb6c2a8000e8c3401
51e38190c5238802000001af,5f316b29e00de20013dc22fd
51e43b86280d3a020000021b,5e855e0893ca86000ef8b54e
51e648362fb3f0020000055c,5e8b70bf2f98bf000e427071
51ead1a3d3f8240200000740,5fa320157170080013e4ca8f
51ead1a3d3f8240200000740,5d9ea76c2c14cd000edb382a
51ec342066f15202000009f8,5f29801184e9ed0013bddf15
51ec5bb43db4c70200000be8,5e85eb524e8de3000e1d2b05
51ecafd88644180200000656,61e8adc25bb469001363ec34
51ecda0a7fd5c10200000e58,5f41dfc5ea0d150013345a93
51f04fd032c522020000001a,5c96b346e13f5c000e059936
51f1f9c4f11a85020000042c,5d9122aa0c9628000e97b3b7
51f3547f13be2c020000030d,5eff526211cbbc000e07b72e
51f82f6c28cb99020000012d,5f5aa1e2f872760013bcb3e7
51fbdb3d9b649c0200000179,60269599ca06c40012bdc556
51fc7d16f918a8020000027a,5d96a3b55f8809000f0d35e7
51fd9806209f160200000bf7,5df9c384371f44000e3d805b
5201c73fe57aef02000005ab,5e7f8c7b945760000ec73e0f
5202c3dab31e0102000003e4,61899763cb00ea00131a94f1
520929cff2c393020000091f,5ecb3b7d2d45a6000f8c02e1
5209b6b59200070200000de5,5f7a20f18a981f00139fcb8d
5209b6b59200070200000de5,6091cd0756d15500139a0752
520a417ec727c70200001502,5e7addc4977ad1000eae5083
520bd5c060ae6d02000001b5,5e974c7e916d22000e295ba8
520d96727e67c90200000435,5e6eb106063d0b000e4aab0c
520ee6fea0b29b020000009c,59d84d92a30616000b187fc5
5210711cd20c1b020000034d,63c87c74b6fce60012763e80
5215444ea0803f0200000068,5eb391381d710c000e622cab
52193c66d05c1d02000002de,5e94714a9b8497000e20621d
521a315f3d4df80200002476,6150ec0d873a7d001364b260
521adc1a9f78640200002b5c,5f1b7d7f8ba3a00012ea9f1d
521cdf797058810200000417,5e9212e755b82d000ea98d6f
521e386604284a02000088a3,5fefa5ad72e0fb0012727b0d
52203e866963a302000009bb,5e6414064d6470000ec3aacb
522518b0c35c0602000001c9,5c82f4f80c3034000ed305d3
52262f89a475f50200005f5d,5d559b8ea097e9000e1d21dc
52264a49c338af0200007145,5c97bd0ef6daee000e109f23
5227b20f014da60200000d4b,5ee013368ec720000e0fd83a
522805cc5047620200001f00,6003a94ae7940300126da57b
522805cc5047620200001f00,5e76813a51a14a000e38c99b
5228fcc35047620200005b28,5d85629c5b615e000e606f55
522c068a6d2b0602000007ad,5f32a2a85639280014013c4b
522e686c60523c0200000897,5e729e67947363000e4df20a
522ff64e763e1302000007fb,5e4997b418a7b2000e8c38b2
5234b24159771c0200002bfd,5f091edbb15de700133919e3
52350e71f63bce020000023c,5d8b93905d5021000e0347a3
5238f8665774cd0200001152,61e3032378f2f7001343a105
523b3cad0b457c02000032c8,5d38d47d7375dd000e46692a
523b5a1a56d62e0200000036,60704cc3b9146b001232cef0
523f93d42975380200004ac8,6033119883a6dd0012570aa9
523f93d42975380200004ac8,5e88ffc388d6fb000e09f618
5240eabb8e6f8e02000012d3,5e72aada434e97000ebcb945
52449013ede40002000009bf,5e7009e1e1cfe6000e8b4fc0
5244b33565fbde020000178c,5d9c2fe870fe7e000ecc9e14
5244b33565fbde020000178c,5f2c6db9aeda1d0013de1f87
524d09f0a077d70200002e43,62c1d081cc7b1f0012b6207e
5253448fa6bae402000004a7,601ad7e52bfb180012f5465e
52547e9a42d6bd020000065d,5e0ffae259eaf6000f193b02
5256d92430817302000012a7,5e0d0d9a29b8fb000ef9128b
5257b09fa481c6020000047a,5e6f9316e1cfe6000e8285bb
5258b4105ef2020200000540,5f1f956a7f2f14001335d117
525ccd6e79f89c02000008c4,5c87102dcea593000e9e41b5
525eb8108313c90200003ffc,5fcbe5b5f3369400123f7a70
525eb8108313c90200003ffc,5812d06fd68e480a00000d9b
5264a4304c09a602000074d6,5c4be2d89359be000f8da8ad
526c4d31b94a95020000856d,5eb33404aa86fc000ec21f14
526d77e9c0df740200005280,5e8a714688d6fb000e27799d
5271bdd639722a0200000494,5e755cf5c527a7000efc862a
5272cc3fb2d9650200000197,6521fa7b98e61d0011514ce1
52744ffd3ff88a0200000276,5c68c1280fd400000fc22967
527818b046a5fa020000bf94,5fcbe7058de69e001103332f
527aa747939df30200000e02,5fd7bd76ffbff10012514a40
527fa2e632c66202000007fb,5d82e6ad221c6f000e2cad43
52805db1c3a5ce0200006dde,604b14baabc0750012c7cfa9
52812266a035e402000026d7,6148d5d52f5832001310996a
5282de9f070cf80200000f4b,5fb6d1a3e6e547001344b020
5284109bc2508a0200001e05,5e7824101824b7000ec557cb
52844766533717020000155b,61bbd990aa0ab90013672959
5284702c934de602000031ea,5e8a1fcdd12d41000e2f7018
52857f646aa02c0200000c0f,5c57dc2c7d461d000f7a089e
5287b8aeae51dc020000597a,60750c4395bae60012e1583c
528960989f8be502000088d9,6008ecc397a89400128af226
52899cdbefdfeb020000336f,5f171487e763790013e5d6e5
5291085976097e02000094c9,5f34c822915ec60013edf1c8
52919a5459ea95020000081f,5cb91a60af821a000ef5665a
5292b69659ea9502000117e7,5c643c35a0b935000fa11187
52939ec8c9cecb0200006373,5c58d5a5d3c38e000f866216
52939ec8c9cecb0200006373,5c58d5a5d3c38e000f866216
52939ec8c9cecb0200006373,5c58d5a5d3c38e000f866216
5293d437ccdc7b0200002edd,5f1e4b09b808c20013206ab4
529964e1c9883c02000000c9,61f9546db9ee470012dfcf31
529a780dc9883c02000045ad,5ea79070491cc6000e577e55
529c12453fac1c0200001588,5e6e712c85a371000e00781d
52a00ec046f29e020000939e,5dafbd9337ce28000eb4cfee
52a24133ecaa5e02000000c2,5cfd6becfdaba7000e8bbac7
52a55b1d12c17d02000010ef,5c56267781b133000f03ed23
52a8dc195d5d2102000003f3,5f03c865e237770013a9a80d
52a9f975f5a18a020000611a,5d6ec0918d8582000e91fb2e
52ad31a814d5aa02000031ee,5cae3f45213874000e635e8c
52afebbf409e69020000110e,61e1e32750480c0013812b95
52b0727c6b52760200003946,5f89e458076144001337ef07
52b738eb1b705a020000b947,5fb3381e77153a001366d604
52b91c20066a7b0200004015,5aaf1d4ed857e0000ce099e2
52bb89c9cede7a0200004215,5d06d3d738f0c8000eb1e5c1
52bfa66f93eea50200004c75,5f8377eb2cbbca00124c29f0
52c063ac1bc179020000fe2e,61f292c809d2bf0012bf8c03
52ccf39f8ac4bf0200003b77,5c286473ce8189000f5f76a6
52cd921846c5c80200001082,5f52921b1dbfc000132fd86c
52cef9b835d452020000020e,5fd7e43993787800120b816c
52d12fb3b695be0200004b59,5f30608e78203600132ebcae
52d38159987e090200001261,5edb0cb376ae9f000e46b000
52d4e23dd96af30200002cd3,620054ec0d83f800121ee97e
52dcc689afc12902000030ae,5cdb187c6b7031000e872e46
52dee7ca4124460200000522,5a8a50fde548f3000c8b09aa
52df2faea1c37e02000058de,5f1df1d2b808c200131a89ec
52ed4ff7caa6c1020001a262,5eb601f8fb5539000e41dbc0
52ed4ff7caa6c1020001a262,5ed2de4eee615c000e80fa05
52eda0819ff3990200003231,5fec381c6fca49001251d0c7
52eede0f2b774b020000322b,5e85039d114414000fa72bdf
52f0133c917b9a02000015b6,60a15917b27c8b00121d8e75
52f1532bf844a00200005d0a,5d37e2fc330f1f000e66decf
52f45a4dd6baa30200007ca3,5ff3974e96818a0012bdf8d3
52f9389dd6aab50200021ded,622fd74daa8d1000115b96db
52fa57517e09c90200002827,5cec651c7f8200000e417419
52fac279c68e330200006815,609a1481f2edd60012f53ded
52fc1229a7936f0200001ecf,5d091630d9a558000ebfd9d9
52fd264a62e68e020000017e,60616f9b2329c7001277a850
52fe6ada3f87e202000083c5,5fcd7b7be5a8ec00120f3b80
52fe6f58620266020000a9b3,631174897d699b0012b38982
5300193d90c63a02000226bc,5e7d3c0d773857000e1e2984
53002aaa90c63a0200023c82,5eebceb674d5b0000f9a4300
530448bcbde5c402000009ed,5fb1e728dda5ac0013caed0a
530448bcbde5c402000009ed,5b00389ad0eed7000fcc1f81
530bbf7b0e878902000061de,5f1d0d9e18c1fc0013e849cb
530ee9fc4e3a79020000524e,5faa0231c01c750013fbf77e
530f83977f5a62020000c72b,621198062557200012c74160
53141bd3a1b0e40200031ebd,5c4ba234e290a2000fb9265c
5314bec7c5de8a020000cd54,5fdfcca185fddb0011eb9b9a
53162fb503e649020001f794,55b19a3d7a8b9b030000033b
531655cd03e6490200027936,5e7330685f371b000e399031
5316c117f024760200009ae6,5f11d8972b784900141832c6
5316c117f024760200009ae6,5e6d7d3839c91a000ebf0cfa
53195939544e3a020000459b,5f2f84dce00de20013cb1f7f
531fe79a52f1510200000131,612e6ae3e509e800139f88af
53262fc0f89149020000cc43,5e6d00585e2680000e499554
5327aef1c8c8f0020000d222,5ea5191812e17b000ed065e1
5328a1394fe1a70200009fef,5eaaf8d0bf9d5c000eae0658
532ccec4aaaeae0200003a51,5f51678bed60340012222c24
532f54aefc9019020001bd48,5d14ddd93ad21d000e4c7fd1
53330eee89c3e60200002f53,5cad17b319066f000eec0b58
533b2be6a5976002000089d5,5e8f694e2da62b000e8eea63
533b2be6a5976002000089d5,5e8f6966f844c6000e49ead8
533c6c8080304e02000060ca,5d8c522756c949000e4c4a69
533ca23460d4d3020000b7b9,5d2aaa55fa3b34000e9ebe64
533f9a62145d54020000b498,5e6e8cfe85a371000e01fbeb
5344bb323e7277020000500f,61973476026afa00136535cb
534ae82fe441570200008308,5c4e2747e290a2000fc10c4b
534ddd42e5f90a020000652e,5fa72e83043fce00147d3e67
53532629b621120200004137,5cf18ba5a9f31a000ed3f038
53544f68f46c8f02000085c4,5e77d927c7bacc000ef51a6d
53545600afe7e60200009dbf,5e823646eacea8000ec90321
53555e0b308449020001b351,5f8604215fbed800130683e8
53555e0b308449020001b351,5f814ed27f36780014b75371
53595ae4af72340200004d5e,5cb435fa279fa0000e4e5615
53643b2b75e41e02000066e7,607b76a83f2e8a00125fb4a8
53649c27de920202000033cd,5d6d6d51f91ce4000e1545cc
53692fc4e1e0e40200000c8b,5c85c02e057e49000e164395
536d27956089980200002b60,637695e577e861001230847d
536fead355ccfc0200003cac,61f8dca08c8e8e00124f54bc
53712233b5a16e0200004ef7,5fb33bcb38cfc800135373a4
537813f7736bcb020000141e,625e2b66e1d9ec0012db8913
5378d2b8736bcb0200002b3f,61c917ef5b830900134951d2
537ec465e723c00200000075,61196ed66cb71d0013e73b02
5384356a160e72020000116b,5dec5d77871bdc000e8b05c8
538c1871d2b0d002000057d7,5ea46b80e7c4cc000e0dc981
538c1871d2b0d002000057d7,5f89f25167c0e900133db825
538f5139f165250200000e2f,60b7d72e722adf001247a2ad
538f5139f165250200000e2f,5e092f11edd538000e240f32
538f5139f165250200000e2f,5e08e050414cc1000eecdfb8
538fc01c787cd00200000145,5c3fbcd8b831bd000f1bba2d
5390e62c509db80200000022,6063c1274c328e0012fd0ab9
539351406dbd630200001901,5e99243278080d000eb792e7
5397d9774638880200002082,5ce197aa23522f000ef9c1aa
539924b9012b990200000ff5,612d3545e509e8001365863b
539cb23df760700200001ea7,62f46d037133aa0012fd3ca1
539de62a2cc17d020000143b,5ca39d24efeb7c000e34e3c4
539ea0ae509d3f020000084c,5e693eed5d352a000e2d7580
539fd357957c3402000079f5,5f389191cd69cf00138b1929
53a0c0342c45dc0200000149,62b3ffbb2a070b0012a93a4b
53a33de9413d7002000003d6,5c85ed200c3034000ede3f5c
53b144ea9dda450200000285,5f4eb646a7a56d00133bef38
53b38774423f240200001657,5fdaaebd1536d900121f15a1
53b70241a16fad02000014da,609b08f781d81d00135c961f
53b8e7b884639602000005b5,5e6e778717c2a3000ee4ec42
53b9e48d7300d80200001b85,5c350736aa508b000fc22617
53bb56a1d4761d02000000d3,5c957907700297000ed5c5e5
53bb78ec46f2cc0200000ea0,6122a0b71d6a7a0013b32f09
53bc6f32bcf7140200000401,60bdb46268781e0012f15bdd
53bcc1b414a0a202000000ea,5e826528ff3a02000eb34a02
53bef04f2b010d02000000b9,5f6e395270ae3a00134dc163
53c354aa0e2fee0200004a55,5f5e8b1452d165001369a785
53c372e88b6dc502000057b8,5e86202c82bd9c000ec54460
53c4b927afd0720200002b7d,5c4e5de96ca2a4000fba38c8
53c6c6491692070200003229,5df3f64431cfe0000edc81b5
53cbeba16bf0380200002528,60541fcdd5a8b70012a406da
53cd695f71178402000014e4,5ccf6043191086000e5da4ae
53cd7c90f637e702000001f5,5e7d7686a86ef5000e6205cb
53d2e35e7f68260200000087,63c5a1731b141e0012f827a9
53d3ccc43eb9ae0200000fa8,5f593f6a0c68630013cbf333
53d3ccc43eb9ae0200000fa8,5e71751f1a062f000e0bada9
53d5ea0a79fc87020000604e,6003d3f00957810012c9756b
53d9640a63dac60200000291,62decd72184f630012407990
53d9640a63dac60200000291,645975fda815ca0011bbc0d0
53d9738443d6c20200000066,5d575a171b62aa000e17de6b
53dd7da7182d7e0200000213,5c43f81b55156f000f7cf937
53deea8e09fd640200001247,60090a9179890e0012109b6b
53e10ae62478b50200001164,5ec04cb8aed177000e472938
53e17f56172da9020000081f,5cc14847d78f3a000edb78fb
53e19e5c39fc1902000015b4,5d0aae33bf4c58000ee7e369
53e599ed33b21f020000092c,54ab35437fb61f0200000a14
53e805c2a615b90200006632,5fa313576303c50013111396
53e922d97863ce020000302b,6138f168e71ef00012beb975
53ec577d8c822b020000139d,620f518ae3d8a50012418733
53f5a29d61ddc602000013c4,5e6d1d4b8b182c000e5a288c
53fba7e88c4d190200000303,5e797ece3bdb4f000e6a49ca
53fe36820ce0ce02000002a5,6018c7fec904d00012fc05d0
54009439fcbff00200000928,5e97f74f18b70c000ee8bf87
5403ecb7c25b2a0200003115,5c746cd8e0c73f000f345124
54040e08054cd5020000037b,5e7e8cd1c2a6ef000eab87b5
54076dbfe1d61e0200000dfc,5f1b1c20b00afc0013dbb055
540bfabb47a1290200000038,5e4c860677e52e000ec875eb
540c7273b2b1870200000791,615a74db7c83ef0013f74594
540f45d8558f51020000002e,5e8148f0945760000eedb104
540f4948433b26020000018e,61b7951c5cfeb500136f80b4
5413a6c2767a880200000bb1,601cc6b3396d2c001224eb0f
54164c710bade30200001086,5ec3185bad6ec3000ec7fdfb
5417cbbf674a3102000004b2,604814bb26138100122758c7
5417cbbf674a3102000004b2,5e700f087e9645000eabdf88
5417cbbf674a3102000004b2,5e76cdc53b4aa9000e3480b5
54193c542466dc02000008bb,622e8002cd4a570012b71aa6
541c595c9d75320200000b81,5e53031f9145ce000e934f53
541f39e001e2fa0200003370,5581aeedecc33e0300000058
54284797eefd470200001eb9,5a55483c911e29000baddcf9
54287567e589ab02000004fa,655009844bfc680011a12a5b
542b45703e5d12020000078d,5d8103ffcfb75a000eb12dbc
542c4bc4e7952b0200000450,6035a900323b1a0012c11c8a
542c4bc4e7952b0200000450,60a47708671eaf00123cf538
542c4bc4e7952b0200000450,6046fc0185cec7001283bf5b
542c4bc4e7952b0200000450,6557f867eca2de0011152b22
542c9508c983a6020000029e,5dd1ca8462e240000e160f7e
542c9c9efed5a102000000ed,602eb0a641af3d001294bb18
542ee3a5930bf10200002e42,5e24dc66c66a4e000eef4ff7
5430d7c51b6f73020000075e,62252eb3ddd4ab0012e0c36c
543606bc57bd790200000c0c,5eeab5ad4eba3b000e04862d
543b54ea10b31002000024ac,5eff8152c71906000e1711f4
543c248868d0f602000000c9,5fa9b683ca1ed100141390fa
5441e146a26b6c020000039b,5c8bfafbea9d29000e23a442
544475421196140200006713,5d8664b134a544000ed3fdf7
544b299cd93eb3020000196d,5e6f9cc9de9962000e783e0b
544e9bbbc6a9a9020000009f,61eb3cccd5c9f40013210ee3
544fe429fa68b60200003e15,5fc9681cd089ea0013278e6d
544fedaae544080200004ed5,5e6fb7657e9645000ea649e5
5456fd5deee4cd02000023f1,5e6f782dc8cbda000e7460d0
5459393e4231400200000388,60b69f1f314d610012f65727
545befb0abc61f0200000aca,60612ee27b748d00127164e7
545c36d067da380200000f10,5ce47d0f3db6b3000ea20896
5463c7210eeaf50200000115,5d680b3a8d366b000e5407a4
54652264abff5b0200000290,5f53aedada18d50013d5e6f0
546a98c16c8c0c02000001b1,5ded94320732ad000ea4f08b
546a9ae5f7ca3902000001ed,61a69b6e2a45c00013727949
546a9ae5f7ca3902000001ed,60315423f48b6c0013956ce8
546a9ae5f7ca3902000001ed,5fea5f1895c88b0012640010
546a9ae5f7ca3902000001ed,5f0f53473905120013b8c2a2
546d2723ad4c26020000057f,5ff6290ce6f7be00116956d3
546eba7f05bca302000003f5,5f08eab7b15de7001336ee71
546eba7f05bca302000003f5,5bd77285b5b3be000f9027b2
5470ca6e9aa4be0200003e5e,6382e142bc13750013386c9c
5472857ec9f4e1020000028f,5c3ea05f5e2822000fbc3a59
5472857ec9f4e1020000028f,5c3ea05f5e2822000fbc3a59
5472857ec9f4e1020000028f,5c3ea05f5e2822000fbc3a59
5472857ec9f4e1020000028f,5c3ea05f5e2822000fbc3a59
5472ca993f7fc90200005921,5f353986915ec60013f04d00
547b45fb7a63c902000036b8,5d1a56204ef6f2000ee7880f
547ddf74af24df020000147d,5fed00e06fca490012583826
547ddf74af24df020000147d,5ebc299d5092a9000ed1762b
54809c2498ac710200001d34,5e9872df18b70c000eef34dd
54827824ee8b4b0200000684,5f94796d4deeb00013868b0b
54834dd68cebfe02000008fe,6005e1549017b1001204b1ac
5485dc5f22c8f10200000556,5b6dc7510ac5b7000f71a2b0
54878d4f4e5aee0200000403,5f2256ff7e8056001357d7bd
5489264682ce370200001d5f,60998c27afbf1b0012df315e
5489264682ce370200001d5f,601f21d9e60a26001284ce7e
5489264682ce370200001d5f,602b54d5ad75b10012daac6e
548cbf16d5f380020000639a,5f514d93ed60340012213c33
548d0127d43f180200001eb8,5e76ccc45021af000e50ba54
54925b45ac4fe002000006c6,5cfd6c8a53dd4f000e1b1403
54925b45ac4fe002000006c6,5cef109287cfb7000ea0a844
5495084fd14735020000104f,5f413f29a925ce001310cc03
549700bbf5eb0a02000045c3,60cbf39c2dae9a001247cf2d
5497102893aeb30200005cb2,646fa12be298580012322a1c
5497b780e828250200003526,5df9d0400b9400000e7090f0
549f2daf8a46fa02000043f9,5f340e160ef3fb00132bb20a
54a0b99225d6050200005a8f,5d791c2e0cdf89000e10c183
54a6083431ccdd02000009fd,5b5089d2a9d398000f7222e7
54a6eb2db0fa69020000071c,62f3364417aea3001252637a
54a87dd3beb0180200005399,620d8f7d1884f50012fee637
54a9c190ae5d110200006e57,5ce1d33723522f000efc5d93
54a9c3d91907290200006aaf,5fbdc743d03ab000139775a3
54a9d7d22540b2020000821f,5d7ac180455d32000e5f0f88
54aa40e50ee54302000027b2,5e8bcf516ac41d000fbe00bd
54b6bfc791503b02000000f3,5d8e8f3fef02a7000efed380
54b8ba48bb80420300000cc5,610ea31dd3e1600013c3a414
54bd8f71e70288030000086a,5f9f3f6fce0db200131f1198
54bdf5952796980300002fb2,5e7d3aa25846b2000e28ecb5
54bf38f546f5c5030000239a,6003b26165442d00129db5f3
54c3e9fe78c24b03000050f7,61ecf4444cd1f90013bbbad1
54cd85925c778d030000794d,5d8291aa8aefe6000ecfbc67
54cd85925c778d030000794d,6130673664c95e0013d84e87
54cf023bdb91cb030000692f,5dad0215f0352f000e0d5504
54d275bb67d36c0300000ee3,6018923fddd2590012d7f06a
54d573fa3c956203000002b9,64694c92a33d1e001110f877
54d92820735c7d0300000a0a,5d33c6b1a45799000e4b1bf1
54d9635068b7790300001958,5c63a47c0eac4e000f4e0adb
54e22c8b336d3f0300000042,5eb30ea71bccc6000e733a9e
54e24a03a2bdf20300001747,5ecfea51debf4c000e7144c7
54e63d4f04b3500300000829,5c63ac33d357a7000f0e380d
54ebf9b8cfb0c603000019fc,603ec364fd5c970013887d34
